child_name,status,parent_name,author1init,author1last,author2init,author2last,otherauthors,pubyr
Mesogomphus,"belongs to",Gomphidae,A.,Handlirsch,,,,1906
"Gomphus petrificatus","belongs to",Mesogomphus,A.,Handlirsch,,,,1906
"Aeshna perampla","nomen dubium",Gomphidae,A.,Handlirsch,,,,1906
"Aeschna wittei","belongs to",Protolindenia,A.,Handlirsch,,,,1906
Protolindenia,"belongs to",Protolindeniina,A.,Handlirsch,,,,1906
Protolindeniina,"belongs to",Gomphidae,A.,Handlirsch,,,,1906
"Aeschna intermedia","belongs to",Aeschnogomphus,A.,Handlirsch,,,,1906
"Agrion exhaustum","subjective synonym of","Heterophlebia eximia",A.,Handlirsch,,,,1906
"Agrion hecticum","belongs to",Agrion,A.,Handlirsch,,,,1906
Diastatomma,"belongs to",Diastatommidae,A.,Handlirsch,,,,1906
"Libellula (Aeschna) brodiei","belongs to",Archithemis,A.,Handlirsch,,,,1906
Petrothemis,"belongs to",Anisozygoptera,A.,Handlirsch,,,,1906
"Petrothemis singularis","belongs to",Petrothemis,A.,Handlirsch,,,,1906
Parelthothemis,"belongs to",Anisozygoptera,A.,Handlirsch,,,,1906
"Parelthothemis dobbertinensis","belongs to",Parelthothemis,A.,Handlirsch,,,,1906
Anomothemis,"belongs to",Anisozygoptera,A.,Handlirsch,,,,1906
"Anomothemis brevistigma","belongs to",Anomothemis,A.,Handlirsch,,,,1906
"Anisozygopteron geinitzianum","belongs to",Anisozygopteron,A.,Handlirsch,,,,1906
"Libellula decapitata","nomen dubium",Odonata,A.,Handlirsch,,,,1906
Palaeophlebia,"belongs to",Anisozygoptera,A.,Handlirsch,,,,1906
"Palaeophlebia synlestoides","belongs to",Palaeophlebia,A.,Handlirsch,,,,1906
"Heterophlebia aequalis","subjective synonym of","Agrion latreillei",A.,Handlirsch,,,,1906
"Nannogomphus bavaricus","belongs to",Nannogomphus,A.,Handlirsch,,,,1906
"Agrion gracile","belongs to",Nannogomphus,A.,Handlirsch,,,,1906
"Agrion vetustum","belongs to",Nannogomphus,A.,Handlirsch,,,,1906
"Libellula naevia","belongs to",Nannogomphus,A.,Handlirsch,,,,1906
"Aeschna schmiedeli","belongs to",Mesuropetala,A.,Handlirsch,,,,1906
"Aeschna charpentieri","belongs to",Aeschnogomphus,A.,Handlirsch,,,,1906
"Aeshna antiqua","belongs to",Protolindenia,A.,Handlirsch,,,,1906
Pheugothemis,"belongs to",Gomphidae,A.,Handlirsch,,,,1906
"Libellula westwoodii","belongs to",Pheugothemis,A.,Handlirsch,,,,1906
Gomphidae,"belongs to",Gomphidae,A.,Handlirsch,,,,1906
"Libellula valga","nomen dubium",Gomphidae,A.,Handlirsch,,,,1906
"Libellula (Heterophlebia)","belongs to",Heterophlebiidae,A.,Handlirsch,,,,1906
"Libellula (Heterophlebia) dislocata","belongs to","Libellula (Heterophlebia)",A.,Handlirsch,,,,1906
Hageniella,"nomen dubium",Odonata,A.,Handlirsch,,,,1906
"Hageniella problematica","nomen dubium",Odonata,A.,Handlirsch,,,,1906
"Anax buchii","belongs to",Stenophlebia,A.,Handlirsch,,,,1906
"Aeschna parkinsoni","nomen dubium",Anisoptera,A.,Handlirsch,,,,1906
Morbaeschna,"belongs to",Aeshninae,"J. G.",Needham,,,,1907
"Aeschna muensteri","belongs to",Morbaeschna,"J. G.",Needham,,,,1907
Sieblosia,"belongs to",Sieblosiidae,A.,Handlirsch,,,,1907
Sieblosiidae,"belongs to",Anisozygoptera,A.,Handlirsch,,,,1907
"Aeschna flindersiensis","belongs to",Aeschnidium,A.,Handlirsch,,,,1907
"Hemerobioides giganteus","belongs to",Isophlebia,A.,Handlirsch,,,,1907
"Heterophlebia jucunda","belongs to",Sieblosia,A.,Handlirsch,,,,1907
Lithagrion,"belongs to",Agrionidae,"T. D. A.",Cockerell,,,,1907
"Lithagrion hyalinum","belongs to",Lithagrion,"T. D. A.",Cockerell,,,,1907
Diplax,"belongs to",Libellulidae,A.,Handlirsch,,,,1907
Lithaeschna,"belongs to",Aeshnidae,"T. D. A.",Cockerell,,,,1907
"Lithaeschna needhami","belongs to",Lithaeschna,"T. D. A.",Cockerell,,,,1907
Hesperagrion,"belongs to",Agrionidae,"T. D. A.",Cockerell,,,,1907
"Hesperagrion praevolans","belongs to",Hesperagrion,"T. D. A.",Cockerell,,,,1907
"Aeschna dido","belongs to",Aeshna,A.,Handlirsch,,,,1907
"Libellula knetti","nomen nudum",Libellula,A.,Handlirsch,,,,1907
Agrion,"belongs to",Agrionidae,"T. D. A.",Cockerell,,,,1908
Agrionidae,"belongs to",Odonata,"T. D. A.",Cockerell,,,,1908
"Melanagrion nigerrimum","belongs to",Melanagrion,,Cockerell,,,,1908
"Lithagrion hyalinum","belongs to",Lithagrion,"T. D. A.",Cockerell,,,,1908
Phenacolestes,"belongs to",Dysagrioninae,"T. D. A.",Cockerell,,,,1908
"Phenacolestes mirandus","belongs to",Phenacolestes,"T. D. A.",Cockerell,,,,1908
"Phenacolestes parallelus","belongs to",Phenacolestes,"T. D. A.",Cockerell,,,,1908
"Phenacolestes parallelus","belongs to",Phenacolestes,"T. D. A.",Cockerell,,,,1908
"Phenacolestes parallelus","belongs to",Phenacolestes,"T. D. A.",Cockerell,,,,1908
"Agrion telluris","belongs to",Agrion,"T. D. A.",Cockerell,,,,1908
Dysagrioninae,"belongs to",Agrionidae,"T. D. A.",Cockerell,,,,1908
"Aeshna (Basiaeschna) separata","belongs to",Hoplonaeschna,"T. D. A.",Cockerell,,,,1908
"Trichocnemis aliena","belongs to",Trichocnemis,"T. D. A.",Cockerell,,,,1908
"Aeschna (Aeschna) solida","belongs to",Aeshna,"T. D. A.",Cockerell,,,,1908
"Enallagma florissantella","belongs to",Enallagma,"T. D. A.",Cockerell,,,,1908
Enallagma,"belongs to",Agrionidae,"T. D. A.",Cockerell,,,,1909
Agrionidae,"belongs to",Odonata,"T. D. A.",Cockerell,,,,1909
"Enallagma mortuella","belongs to",Enallagma,"T. D. A.",Cockerell,,,,1909
"Oligoaeschna pryeri","belongs to",Oligoaeschna,,Martin,,,,1909
Stenogomphus,"belongs to",Corduliinae,F.,Ris,,,,1910
"Trichocnemis aliena","belongs to",Argia,F.,Ris,,,,1910
"Stenogomphus carletoni","belongs to",Stenogomphus,F.,Ris,,,,1910
"Aeschna larvata","belongs to",Aeshna,"T. D. A.",Cockerell,,,,1910
"Phenacolestes mirandus","belongs to",Phenacolestes,"P. P.",Calvert,,,,1913
"Oplonaeschna lapidaria","belongs to",Oplonaeschna,"T. D. A.",Cockerell,H.,Counts,,1913
"Trichocnemis aliena","belongs to",Argia,A.,Handlirsch,,,,1913
"Palaeaeschna vidali","belongs to",Palaeaeschna,F.,Meunier,,,,1914
"Calopteryx sannoisiensis","belongs to",Calopteryx,F.,Meunier,,,,1914
"Libellula martini","belongs to",Libellula,F.,Meunier,,,,1914
"Megalestes anglicus","belongs to",Megalestes,"T. D. A.",Cockerell,,,,1915
Aeshninae,"belongs to",Aeshnidae,H.,Campion,,,,1916
Mesophlebiidae,"belongs to",Anisoptera,"R. J.",Tillyard,,,,1916
"Mesophlebia antinodalis","belongs to",Mesophlebia,,Tillyard,,,,1916
Mesomantidion,"belongs to",Protorthoptera,"R. J.",Tillyard,,,,1916
"Mesomantidion queenslandicum","belongs to",Mesomantidion,"R. J.",Tillyard,,,,1916
Lestidae,"belongs to",Odonata,"R. J.",Tillyard,,,,1916
Triaeschna,"belongs to",Aeshninae,H.,Campion,,,,1916
"Triaeschna gossi","belongs to",Triaeschna,H.,Campion,,,,1916
"Lithagrion optimum","belongs to",Lithagrion,"T. D. A.",Cockerell,,,,1916
"Oligoaeschna anglica","belongs to",Oligoaeschna,"T. D. A.",Cockerell,H.,Andrews,,1916
"Oplonaeschna vectensis","belongs to",Oplonaeschna,"T. D. A.",Cockerell,H.,Andrews,,1916
"Enallagma oligocena","belongs to",Enallagma,"T. D. A.",Cockerell,H.,Andrews,,1916
"Libellula cellulosa","belongs to",Libellula,F.,Meunier,,,,1917
Aeshnidae,"belongs to",Anisoptera,"R. J.",Tillyard,,,,1918
Zygoptera,"belongs to",Odonata,"R. J.",Tillyard,,,,1918
Aeschnidiidae,"belongs to",Aeshnidae,"R. J.",Tillyard,,,,1918
"Aeschna flindersiensis","belongs to",Aeschnidiopsis,"R. J.",Tillyard,,,,1918
"Triassolestes epiophlebioides","belongs to",Triassolestes,"R. J.",Tillyard,,,,1918
Triassolestinae,"belongs to",Lestidae,"R. J.",Tillyard,,,,1918
Lestidae,"belongs to",Zygoptera,"R. J.",Tillyard,,,,1918
"Aeschna brodiei","belongs to",Gomphites,,Handlirsch,,,,1920
"Aeshna liassina","belongs to",Diastatommites,,Handlirsch,,,,1920
"Selenothemis liadis","belongs to",Selenothemis,A.,Handlirsch,,,,1920
Eosagrion,"belongs to",Eosagrionidae,A.,Handlirsch,,,,1920
"Eosagrion risi","belongs to",Eosagrion,A.,Handlirsch,,,,1920
Libellulidae,"belongs to",Odonata,"T. D. A.",Cockerell,,,,1921
Agrionidae,"belongs to",Odonata,"T. D. A.",Cockerell,,,,1921
Eocalopteryx,"belongs to",Agrionidae,"T. D. A.",Cockerell,,,,1921
"Eocalopteryx atavina","belongs to",Eocalopteryx,"T. D. A.",Cockerell,,,,1921
Calopterygidae,"subjective synonym of",Agrionidae,"T. D. A.",Cockerell,,,,1921
"Eopodagrion scudderi","belongs to",Eopodagrion,"T. D. A.",Cockerell,,,,1921
Protamphipteryx,"belongs to",Odonata,"T. D. A.",Cockerell,,,,1921
"Protamphipteryx basalis","belongs to",Protamphipteryx,"T. D. A.",Cockerell,,,,1921
Stenogomphus,"belongs to",Libellulidae,"T. D. A.",Cockerell,,,,1921
"Stenogomphus scudderi","belongs to",Stenogomphus,"T. D. A.",Cockerell,,,,1921
Anisozygoptera,"belongs to",Odonata,"R. J.",Tillyard,,,,1922
Mesophlebiidae,"belongs to",Archizygoptera,"R. J.",Tillyard,,,,1922
Mesophlebia,"belongs to",Mesophlebiidae,"R. J.",Tillyard,,,,1922
"Mesophlebia antinodalis","belongs to",Mesophlebia,"R. J.",Tillyard,,,,1922
Triassophlebia,"belongs to",Mesophlebiidae,"R. J.",Tillyard,,,,1922
"Triassophlebia stigmatica","belongs to",Triassophlebia,"R. J.",Tillyard,,,,1922
"Phenacolestes jutlandica","belongs to",Phenacolestes,"K. L.",Henriksen,,,,1922
"Oplonaeschna staurophlebioides","belongs to",Oplonaeschna,"K. L.",Henriksen,,,,1922
Triassolestidae,"belongs to",Anisozygoptera,"R. J.",Tillyard,,,,1923
Triassolestes,"belongs to",Triassolestidae,"R. J.",Tillyard,,,,1923
"Triassolestes epiophlebioides","belongs to",Triassolestes,"R. J.",Tillyard,,,,1923
Mesophlebiidae,"belongs to",Anisozygoptera,"R. J.",Tillyard,,,,1923
Mesophlebia,"belongs to",Mesophlebiidae,"R. J.",Tillyard,,,,1923
"Mesophlebia antinodalis","belongs to",Mesophlebia,"R. J.",Tillyard,,,,1923
Triassophlebia,"belongs to",Mesophlebiidae,"R. J.",Tillyard,,,,1923
"Triassophlebia stigmatica","belongs to",Triassophlebia,"R. J.",Tillyard,,,,1923
Mesomantidion,"belongs to",Mesomantidiidae,"R. J.",Tillyard,,,,1923
"Mesomantidion queenslandicum","belongs to",Mesomantidion,"R. J.",Tillyard,,,,1923
Mesomantidiidae,"belongs to",Protorthoptera,"R. J.",Tillyard,,,,1923
Eodichroma,"belongs to",Eodichromini,"T. D. A.",Cockerell,,,,1923
Eodichromini,"belongs to",Eodichrominae,"T. D. A.",Cockerell,,,,1923
"Eodichroma mirifica","belongs to",Eodichroma,"T. D. A.",Cockerell,,,,1923
Cymatophlebia,"belongs to",Cymatophlebiina,"T. D. A.",Cockerell,,,,1924
"Cymatophlebia mongolica","belongs to",Cymatophlebia,"T. D. A.",Cockerell,,,,1924
"Aeschna brodiei","belongs to",Gomphites,"R. J.",Tillyard,,,,1925
Liassophlebiidae,"belongs to",Anisozygoptera,"R. J.",Tillyard,,,,1925
Heterophlebiidae,"belongs to",Anisozygoptera,"R. J.",Tillyard,,,,1925
Liassophlebia,"belongs to",Liassophlebiidae,"R. J.",Tillyard,,,,1925
"Liassophlebia magnifica","belongs to",Liassophlebia,"R. J.",Tillyard,,,,1925
Petrophlebia,"belongs to",Liassophlebiidae,"R. J.",Tillyard,,,,1925
"Liassophlebia batheri","belongs to",Liassophlebia,"R. J.",Tillyard,,,,1925
"Liassophlebia withersi","belongs to",Liassophlebia,"R. J.",Tillyard,,,,1925
"Heterophlebia westwoodii","belongs to",Liassophlebia,"R. J.",Tillyard,,,,1925
"Liassophlebia clavigaster","belongs to",Liassophlebia,,Tillyard,,,,1925
"Libellula hopei","belongs to",Liassophlebia,"R. J.",Tillyard,,,,1925
"Agrion buckmani","belongs to","Libellula (Heterophlebia)","R. J.",Tillyard,,,,1925
"Heterophlebia angulata","belongs to","Libellula (Heterophlebia)","R. J.",Tillyard,,,,1925
Diastatommidae,"replaced by",Architheminae,"R. J.",Tillyard,,,,1925
Diastatommites,"belongs to",Architheminae,"R. J.",Tillyard,,,,1925
Diastatommites,"belongs to",Diastatommitinae,"A. V.",Martynov,,,,1925
Archithemis,"belongs to",Archithemitinae,"A. V.",Martynov,,,,1925
"Aeshna liassina","belongs to",Diastatommites,"R. J.",Tillyard,,,,1925
Selenothemis,"belongs to",Archithemitinae,"A. V.",Martynov,,,,1925
Oryctothemis,"belongs to",Anisozygoptera,"R. J.",Tillyard,,,,1925
"Oryctothemis hageni","belongs to",Oryctothemis,"R. J.",Tillyard,,,,1925
Progonophlebiidae,"belongs to",Anisozygoptera,"R. J.",Tillyard,,,,1925
Progonophlebia,"belongs to",Progonophlebiidae,"R. J.",Tillyard,,,,1925
"Progonophlebia woodwardi","belongs to",Progonophlebia,"R. J.",Tillyard,,,,1925
Karatawiinae,"belongs to",Architheminae,"A. V.",Martynov,,,,1925
Karatawia,"belongs to",Karatawiinae,"A. V.",Martynov,,,,1925
"Karatawia turanica","belongs to",Karatawia,"A. V.",Martynov,,,,1925
"Petrophlebia anglicana","belongs to",Petrophlebia,"R. J.",Tillyard,,,,1925
Gomphites,"belongs to",Gomphitidae,"R. J.",Tillyard,,,,1925
"Lithagrion optimum","belongs to",Miopodagrion,"C. H.",Kennedy,,,,1925
"Oligoargiolestes oligocenum","belongs to",Oligoargiolestes,"C. H.",Kennedy,,,,1925
Architheminae,"belongs to",Anisozygoptera,"R. J.",Tillyard,,,,1925
Architheminae,"belongs to",Anisozygoptera,"A. V.",Martynov,,,,1925
Gomphitidae,"belongs to",Anisozygoptera,"R. J.",Tillyard,,,,1925
Archithemitinae,"belongs to",Architheminae,"A. V.",Martynov,,,,1925
Diastatommitinae,"belongs to",Architheminae,"A. V.",Martynov,,,,1925
Epallagites,"belongs to",Epallagidae,"T. D. A.",Cockerell,,,,1925
"Epallagites avus","belongs to",Epallagites,"T. D. A.",Cockerell,,,,1925
"Libellula (Heterophlebia)","belongs to",Heterophlebiidae,"R. J.",Tillyard,,,,1925
"Libellula (Heterophlebia) dislocata","subjective synonym of","Agrion buckmani","R. J.",Tillyard,,,,1925
"Enallagma oblisum","belongs to",Enallagma,"T. D. A.",Cockerell,,,,1925
"Platycnemis cincuneguii","belongs to",Platycnemis,J.,"Gil Collado",,,,1926
Petrolestinae,"belongs to",Lestidae,"T. D. A.",Cockerell,,,,1927
Petrolestes,"belongs to",Petrolestinae,"T. D. A.",Cockerell,,,,1927
"Petrolestes hendersoni","belongs to",Petrolestes,"T. D. A.",Cockerell,,,,1927
"Epiaeschna stauropolitana","belongs to",Epiaeschna,"A. V.",Martynov,,,,1927
Somatochlora,"belongs to",Odonata,"T. D. A.",Cockerell,,,,1927
"Somatochlora oregonica","belongs to",Somatochlora,"T. D. A.",Cockerell,,,,1927
"Heliaeschna parallela","belongs to",Heliaeschna,"A. V.",Martynov,,,,1927
"Platycnemis cincuneguii","belongs to",Daemhippus,"R. P. L.",Navás,,,,1927
Daemhippus,"belongs to",Lestidae,"R. P. L.",Navás,,,,1927
"Lestes coloratus","belongs to",Phenacolestes,A.,Pongrácz,,,,1928
"Aeschna metis","belongs to",Anax,A.,Pongrácz,,,,1928
Zacallitidae,"belongs to",Anisozygoptera,"T. D. A.",Cockerell,,,,1928
Zacallites,"belongs to",Zacallitidae,"T. D. A.",Cockerell,,,,1928
"Zacallites balli","belongs to",Zacallites,"T. D. A.",Cockerell,,,,1928
Protopaltothemis,"belongs to",Libellulidae,A.,Pongrácz,,,,1928
"Protopaltothemis hageni","belongs to",Protopaltothemis,A.,Pongrácz,,,,1928
Lithagrion,"belongs to",Agrionidae,"A. V.",Martynov,,,,1929
"Lithagrion elongatum","belongs to",Lithagrion,"A. V.",Martynov,,,,1929
Epacantha,"belongs to",Aeschnidiidae,"A. V.",Martynov,,,,1929
"Epacantha magnifica","belongs to",Epacantha,"A. V.",Martynov,,,,1929
"Basiaeschna ashutasica","belongs to","Aeshna (Basiaeschna)","A. V.",Martynov,,,,1929
"Aeshna (Basiaeschna)","belongs to",Aeschnidiidae,"A. V.",Martynov,,,,1929
Projagoria,"belongs to",Aeschnidiidae,"A. V.",Martynov,,,,1929
"Projagoria conjuncta","belongs to",Projagoria,"A. V.",Martynov,,,,1929
Necracantha,"belongs to",Aeschnidiidae,"A. V.",Martynov,,,,1929
"Necracantha composita","belongs to",Necracantha,"A. V.",Martynov,,,,1929
"Necracantha proxima","belongs to",Necracantha,"A. V.",Martynov,,,,1929
"Lestes grandis","belongs to",Lestes,G.,Statz,,,,1930
Protothore,"belongs to",Calopterygidae,"T. D. A.",Cockerell,,,,1930
"Protothore explicata","belongs to",Protothore,"T. D. A.",Cockerell,,,,1930
Libellula,"belongs to",Odonata,A.,Pongrácz,,,,1931
Aeshna,"belongs to",Odonata,A.,Pongrácz,,,,1931
"Aeschna polydore","belongs to",Gynacantha,A.,Pongrácz,,,,1931
"Aeschna tyche","belongs to",Aeshna,A.,Pongrácz,,,,1931
"Aeschna eudore","belongs to",Libellula,A.,Pongrácz,,,,1931
Cordulia,"belongs to",Odonata,A.,Pongrácz,,,,1931
"Libellula eurynome","belongs to",Libellula,A.,Pongrácz,,,,1931
Gynacantha,"belongs to",Odonata,A.,Pongrácz,,,,1931
Miocordulia,"belongs to",Corduliinae,"C. H.",Kennedy,,,,1931
"Miocordulia latipennis","belongs to",Miocordulia,"C. H.",Kennedy,,,,1931
Odonata,"belongs to",Palaeoptera,"A. V.",Martynov,,,,1932
"Gomphus koehleri","belongs to",Protolindenia,"F. M.",Carpenter,,,,1932
"Heterophlebia amphitrite","belongs to",Stenophlebia,"F. M.",Carpenter,,,,1932
"Agrion latreillei","belongs to",Stenophlebia,"F. M.",Carpenter,,,,1932
"Heterophlebia phryne","subjective synonym of","Agrion latreillei","F. M.",Carpenter,,,,1932
"Libellula longialata","belongs to",Cymatophlebia,"F. M.",Carpenter,,,,1932
"Cymatophlebia jurassica","belongs to",Cymatophlebia,"F. M.",Carpenter,,,,1932
"Aeschna gigantea","belongs to",Urogomphus,"F. M.",Carpenter,,,,1932
"Isophlebia aspasia","belongs to",Isophlebia,"F. M.",Carpenter,,,,1932
"Aeschna wittei","belongs to",Protolindenia,"F. M.",Carpenter,,,,1932
"Aeschna intermedia","belongs to",Aeschnogomphus,"F. M.",Carpenter,,,,1932
"Libellula eusebioi","nomen nudum",Platetrum,,Piton,,,,1932
"Heterophlebia aequalis","subjective synonym of","Agrion latreillei","F. M.",Carpenter,,,,1932
"Nannogomphus bavaricus","belongs to",Nannogomphus,"F. M.",Carpenter,,,,1932
"Agrion gracile","replaced by","Nannogomphus bavaricus","F. M.",Carpenter,,,,1932
"Libellula naevia","replaced by","Nannogomphus bavaricus","F. M.",Carpenter,,,,1932
"Aeschna brodiei","belongs to",Liassogomphus,J.,Cowley,,,,1934
Cymatophlebia,"subjective synonym of",Libellulium,J.,Cowley,,,,1934
"Libellulium agrias","belongs to",Libellulium,J.,Cowley,,,,1934
Gomphites,"replaced by",Liassogomphus,J.,Cowley,,,,1934
"Lestes arvernus","belongs to",Lestes,L.,Piton,,,,1935
"Lestes arvernus","belongs to",Lestes,L.,Piton,N.,Théobald,,1935
"Lestes incertus","belongs to",Lestes,L.,Piton,,,,1935
"Lestes incertus","belongs to",Lestes,L.,Piton,N.,Théobald,,1935
"Eothaumatoneura ptychoptera","belongs to",Eothaumatoneura,A.,Pongrácz,,,,1935
Mesonetopsis,"belongs to",Ephemeroptera,C.,Ping,,,,1935
"Mesonetopsis zeni","belongs to",Mesonetopsis,C.,Ping,,,,1935
"Diplax propedemontana","belongs to",Diplax,L.,Piton,,,,1935
"Diplax propedemontana","belongs to",Diplax,L.,Piton,N.,Théobald,,1935
"Libellula eusebioi","belongs to",Libellula,L.,Piton,N.,Théobald,,1935
"Libellula eusebioi","belongs to",Libellula,L.,Piton,,,,1935
"Aeschna theobaldi","belongs to",Aeshna,L.,Piton,,,,1935
"Aeschna theobaldi","belongs to",Aeshna,L.,Piton,N.,Théobald,,1935
"Megasemum ronzonense","belongs to",Megasemum,H.,Maneval,,,,1936
Megasemum,"replaced by",Megasemum,H.,Maneval,,,,1936
"Megasemum ronzonense","replaced by","Megasemum ronzonense",H.,Maneval,,,,1936
Odonata,"belongs to",Palaeoptera,"A. V.",Martynov,,,,1937
Anisozygoptera,"belongs to",Odonata,"A. V.",Martynov,,,,1937
Sogdothemis,"belongs to",Architheminae,"A. V.",Martynov,,,,1937
"Sogdothemis modesta","belongs to",Sogdothemis,,Martynov,,,,1937
Liadotypus,"belongs to",Meganeuridae,"A. V.",Martynov,,,,1937
"Liadotypus relictus","belongs to",Liadotypus,,Martynov,,,,1937
"Lestes regina","belongs to",Lestes,N.,Theobald,,,,1937
"Megasemum ronzonense","belongs to",Megasemum,N.,Theobald,,,,1937
"Indophaea falloti","belongs to",Indophaea,N.,Theobald,,,,1937
Architheminae,"belongs to",Anisozygoptera,"A. V.",Martynov,,,,1937
"Lestes foersteri","belongs to",Lestes,N.,Theobald,,,,1937
"Aeschna heterofasciata","belongs to",Aeshna,N.,Theobald,,,,1937
"Calopteryx sannoisiensis","belongs to",Calopteryx,N.,Theobald,,,,1937
"Libellula martini","belongs to",Libellula,N.,Theobald,,,,1937
"Selenothemis liadis","belongs to",Selenothemis,"A. V.",Martynov,,,,1938
"Projagoria conjuncta","belongs to",Projagoria,F.,Zeuner,,,,1938
Trameobasileus,"belongs to",Libellulidae,F.,Zeuner,,,,1938
"Trameobasileus moguntiacus","belongs to",Trameobasileus,F.,Zeuner,,,,1938
Oligaeschna,"belongs to",Aeshnidae,L.,Piton,N.,Théobald,,1939
"Cymatophlebiopsis pseudobubas","belongs to",Cymatophlebiopsis,A.,Handlirsch,,,,1939
"Agrion buckmani","belongs to","Libellula (Heterophlebia)",A.,Handlirsch,,,,1939
"Heterophlebia tillyardi","belongs to","Libellula (Heterophlebia)",A.,Handlirsch,,,,1939
"Heterophlebia geinitziella","belongs to","Libellula (Heterophlebia)",A.,Handlirsch,,,,1939
"Heterophlebia dobberrtinensis","belongs to","Libellula (Heterophlebia)",,Handlirsch,,,,1939
"Heterophlebia germana","belongs to","Libellula (Heterophlebia)",A.,Handlirsch,,,,1939
"Heterophlebia gracilis","belongs to","Libellula (Heterophlebia)",A.,Handlirsch,,,,1939
"Heterophlebia similis","belongs to","Libellula (Heterophlebia)",A.,Handlirsch,,,,1939
"Heterophlebia debilis","belongs to","Libellula (Heterophlebia)",A.,Handlirsch,,,,1939
"Heterophlebia megapolitana","belongs to","Libellula (Heterophlebia)",A.,Handlirsch,,,,1939
Systellothemis,"belongs to",Anisozygoptera,A.,Handlirsch,,,,1939
"Systellothemis reticulata","belongs to",Systellothemis,A.,Handlirsch,,,,1939
Selenothemis,"belongs to",Selenothemidae,A.,Handlirsch,,,,1939
"Liadothemis major","belongs to",Liadothemis,A.,Handlirsch,,,,1939
"Liadothemis geinitzi","belongs to",Liadothemis,A.,Handlirsch,,,,1939
"Liadothemis dubia","belongs to",Liadothemis,A.,Handlirsch,,,,1939
"Paragomphus angulatus","belongs to",Paragomphus,,Handlirsch,,,,1939
"Proinogomphus bodei","belongs to",Proinogomphus,A.,Handlirsch,,,,1939
Palaeogomphus,"belongs to",Anisoptera,A.,Handlirsch,,,,1939
"Heterophlebia propinqua","belongs to",Palaeogomphus,A.,Handlirsch,,,,1939
"Necrogomphus brunswigiae","belongs to",Necrogomphus,A.,Handlirsch,,,,1939
"Lestes plicata","belongs to",Lestes,L.,Piton,N.,Théobald,,1939
"Lestes incertus","belongs to",Lestes,L.,Piton,,,,1939
